"","Middle","Region","Site","Unit","Batch","Species","Start.Fish.Density","End.Fish.Density","Hatchery","Lot.Quality","Origin.Year","Origin.Month","From","To","Start.Av..Wt.","End.Av.Wt.","Model.End.Av..Wt..Act..Feed","Av..Wt..Deviation....","Av..Wt..Before.Sampl.","Model.End.Av..Wt..Sugg..Feed","Actual.Feed","Feed.Category","Supplier","Period.Feed.Qty","Model.Feed.Qty","Feed.Deviation....","Opening.Fish.No","Opening.Biomass","Closing.Fish.No","Closing.Biomass","Harvest.Biomass","Transfer....Kg.","Transfer....Kg..1","Biomass.Produced","Biomass.Produced.Before.Sampl.","Econ..FCR.Period","Econ.FCR.Period.Before.Sampl.","Mortality.No","Model.Mortality.No","Mortality.Deviation....","SFR.Period....","SFR.Period.....Before.Sampl.","SGR.Period....","Max.Feed.Qty","Food.Price","Current.Grading","Feeding.Policy","Group.Tag","Vaccinated","Feeder","Feeding.Rate..Kg...Hour.","Fastings.No","Avg..Temp.","Avg..Oxygene","Transfer....No.","Transfer....No..1","Harvest..No.","Sampling..No.","LTD.Mortality.No","LTD.Mortality..","LTD.Econ..FCR","Period.Day.Degrees","Start.Av..Weight.Category","End.Av..Weight.Category","PRODUCT.TYPE","GROUPING.PROD..BGT"
"44",41414751400004,"GREECE","PETALAS","AKZ05","BAS02032013NIR","BASS",8.21,8.36,"NIREUS","",2013,"March","31/07/14","31/01/15",327.46,548,548.18,-0.03,545.03,546.43,"GR IR. PLUS 6 V","PLUS","IRIDA",30412.5,29758.88759,-2.2,70170,22977.8682,42705,23402.34,9989.98306,0,0,10414.45486,10287.62101,2.92022006,2.956222821,4934,1357,-263.6,0.59,0.02,0.28,30262.5,1.12,"","GR BASS SMOOTHLY","AKZ02\BAS02032013NIR","Unchecked",NA,0,47,21.01,0,0,0,2,2,57069,51.88090909,2.385681488,3901,"B 300-365","C 365-600",NA,NA
"45",41423911600002,"GREECE","PETALAS","AKZ05","BAS02032013NIR","BASS",8.36,1.91,"NIREUS","",2013,"March","31/01/15","28/02/15",548,515,549.53,-6.28,512.07,550.93,"GR IR. PLUS 6 V","PLUS","IRIDA",562.5,1331.6954,57.76,42705,23402.34,10378,5344.67,22193.22251,0,0,4135.55251,4105.14497,0.136015683,0.137023176,1426,47,-2934.04,0.08,-0.73,-0.22,562.5,1.12,"","GR BASS SMOOTHLY","AKZ02\BAS02032013NIR","Unchecked",NA,0,22,15.34,0,0,0,6,2,58495,53.17727273,2.328931492,449,"C 365-600","C 365-600",NA,NA
"46",5.140166e+13,"GREECE","PETALAS","PEZ04","BAS03052014VML (A5B)","BASS",0.82,2.51,"VONITSA","42-70%23,3",2014,"May","03/05/14","01/07/14",6,18.68,19.17,-2.56,14.73,25.44,"GR IR. POW.1,5","POWER","IRIDA",2155,3249.610489,33.68,136400,818.4,134120,2505.3616,0,0,0,1686.9616,1157.1876,1.277444608,1.862273671,2280,3218,29.15,2.42,2.78,1.92,1200,1.93,"","GR BASS SMOOTHLY","","Unchecked",NA,0,4,19.05,0,0,0,0,1,2280,1.671554252,1.225576208,1138,"A 1-300","A 1-300",NA,NA
"47",51405504800033,"GREECE","PETALAS","PEZ04","BAS03052014VML (A5B)","BASS",2.51,5.02,"VONITSA","42-70%23,3",2014,"May","01/07/14","31/07/14",18.68,37.61,37.62,-0.03,37.61,37.47,"GR IR. POW. 2","POWER","IRIDA",3210.5,3181.802191,-0.9,134120,2505.3616,133365,5015.85765,0,0,0,2510.49605,2510.49605,1.278830931,1.278830931,705,1400,49.64,2.96,2.96,2.33,3210.5,1.607,"","GR BASS SMOOTHLY","","Unchecked",NA,0,1,22.85,0,0,0,0,2,2985,2.188416422,1.257427815,708,"A 1-300","A 1-300",NA,NA
"48",5.140922e+13,"GREECE","PETALAS","PEZ04","BAS03052014VML (A5B)","BASS",5.02,9.8,"VONITSA","42-70%23,3",2014,"May","31/07/14","25/09/14",37.61,75.2,80.95,-7.1,80.6,84.07,"GR IR. SMART 3","SMART","IRIDA",7975,8586.653129,7.12,133365,5015.85765,130265,9795.928,0,0,0,4780.07035,5483.50135,1.668385487,1.454362731,3100,2225,-39.33,1.99,1.92,1.24,6200,1.229,"","GR BASS SMOOTHLY","","Unchecked",NA,0,5,23.61,0,0,0,0,2,6085,4.461143695,1.462317912,1348,"A 1-300","A 1-300",NA,NA
"49",51411898400000,"GREECE","PETALAS","PEZ04","BAS03052014VML (A5B)","BASS",9.8,11.08,"VONITSA","42-70%23,3",2014,"May","25/09/14","01/10/14",75.2,75.68,79.06,-4.28,79.02,81.32,"GR IR. SMART 3","SMART","IRIDA",762.5,1209.352364,36.95,130265,9795.928,146373,11077.50864,0,0,0,1281.58064,1770.46646,0.594968413,0.430677461,800,277,-188.81,1.22,1.19,0.11,412.5,1.223,"","GR BASS SMOOTHLY","","Unchecked",NA,0,0,23.36,0,0,0,0,2,6725,4.930351906,1.349937345,164,"A 1-300","A 1-300",NA,NA
"50",51416349800000,"GREECE","PETALAS","PEA01","BAS03052014VML (A5B)","BASS",4.54,7.67,"VONITSA","42-70%23,3",2014,"May","21/10/14","17/12/14",87.03,148.14,126.9,16.74,129.76,143.67,"GR IR. PLUS 4,5 V","PLUS","IRIDA",9360.5,13471.15022,30.51,145968,12703.59504,144978,21477.04092,0,0,0,8773.44588,6108.75024,1.066912605,1.532310151,1070,2494,57.1,0.98,1.06,0.93,8912.5,1.123,"","GR BASS SMOOTHLY","","Unchecked",NA,0,14,20.56,0,0,1,0,1,8280,6.070381232,1.245290051,1198,"A 1-300","A 1-300",NA,NA
"51",5.142011e+13,"GREECE","PETALAS","PEA01","BAS03052014VML (A5B)","BASS",7.67,8.3,"VONITSA","42-70%23,3",2014,"May","17/12/14","16/01/15",148.14,161.34,163.04,-1.04,164.15,172.94,"GR IR. PLUS 4,5 V","PLUS","IRIDA",4137.5,6810.571944,39.25,144978,21477.04092,143958,23226.18372,0,0,0,1749.1428,2153.66478,2.365444377,1.921143921,580,1333,56.49,0.62,0.61,0.28,2702.5,1.12,"","GR BASS SMOOTHLY","","Unchecked",NA,0,10,17.85,0,0,0,0,2,8800,6.451612903,1.332728858,552,"A 1-300","A 1-300",NA,NA
"52",51428532200000,"GREECE","PETALAS","PED327","BAS03052014VML (A5B)","BASS",5.06,4.85,"VONITSA","42-70%23,3",2014,"May","13/03/15","05/05/15",173.02,182.65,190.59,-4.17,194.18,194.3,"GR IR. PLUS 4,5 V","PLUS","IRIDA",11989,14571.15786,17.72,292362,50584.47324,265590,48510.0135,0,0,0,-2074.45974,987.79296,-5.779336069,12.13715878,26910,4335,-520.76,0.46,0.44,0.1,8550,1.138,"","GR BASS SMOOTHLY","","Unchecked",NA,0,6,15.43,0,0,2,0,1,49435,17.48055224,1.804765809,841,"A 1-300","A 1-300",NA,NA
"53",51437213600001,"GREECE","PETALAS","PED327","BAS03052014VML (A5B)","BASS",4.85,9.7,"VONITSA","42-70%23,3",2014,"May","05/05/15","30/09/15",182.65,372.5,374.3,-0.48,386.05,383.02,"GR AGR 03  (6.5 mm)","OPTIMA","AGROINVEST",99875,104891.2394,4.78,265590,48510.0135,260402,96999.745,0,0,0,48489.7315,52018.1786,2.059714437,1.920001866,5185,7943,34.72,0.96,0.95,0.48,49150,1.11,"","GR BASS SMOOTHLY","","Unchecked",NA,0,18,23.47,0,0,0,0,2,54620,19.31400351,1.934538329,3514,"A 1-300","C 365-600",NA,NA
"54",61397728800000,"GREECE","PETALAS","AKZ07","BAS04042014VML (S10V)","BASS",0.58,0.9,"VONITSA","32-68%20,2",2014,"April","04/04/14","30/04/14",4.64,7.19,6.81,5.58,6.85,8.17,"GR IR. POW.1,5","POWER","IRIDA",362,599.6019513,39.63,125600,582.784,124755,896.98845,0,0,0,314.20445,271.78775,1.152116082,1.331921693,845,1613,47.61,1.91,1.96,1.68,362,1.932,"","GR BASS SMOOTHLY","","Unchecked",NA,0,3,16.65,0,0,0,0,1,845,0.672770701,1.152101415,446,"A 1-300","A 1-300",NA,NA
"55",61401530400006,"GREECE","PETALAS","AKZ07","BAS04042014VML (S10V)","BASS",0.9,2.21,"VONITSA","32-68%20,2",2014,"April","30/04/14","01/07/14",7.19,19.87,20.53,-3.21,16.7,29.19,"GR IR. POW.1,5","POWER","IRIDA",1967.5,3315.181755,40.65,124755,896.98845,111190,2209.3453,0,0,0,1312.35685,959.88455,1.499211133,2.049725668,3565,2912,-22.42,2.18,2.41,1.64,1018,1.932,"","GR BASS SMOOTHLY","","Unchecked",NA,0,2,18.95,0,0,0,0,2,4410,3.511146497,1.37774979,1189,"A 1-300","A 1-300",NA,NA
"56",61405504800008,"GREECE","PETALAS","AKZ07","BAS04042014VML (S10V)","BASS",2.21,4.17,"VONITSA","32-68%20,2",2014,"April","01/07/14","31/07/14",19.87,37.84,37.86,-0.05,37.84,39.19,"GR IR. POW. 2","POWER","IRIDA",2531.5,2720.854481,6.96,111190,2209.3453,110320,4174.5088,0,0,0,1965.1635,1965.1635,1.28818798,1.28818798,870,1133,23.21,2.73,2.73,2.15,2531.5,1.607,"","GR BASS SMOOTHLY","","Unchecked",NA,0,1,22.85,0,0,0,0,2,5280,4.203821656,1.328747315,708,"A 1-300","A 1-300",NA,NA
"57",61407880800000,"GREECE","PETALAS","AKZ07","BAS04042014VML (S10V)","BASS",4.17,6.17,"VONITSA","32-68%20,2",2014,"April","31/07/14","25/08/14",37.84,53.92,54.01,-0.17,53.68,57.22,"GR IR. SMART 3","SMART","IRIDA",2362.5,2835.806178,16.69,110320,4174.5088,114390,6167.9088,0,0,0,1993.4,1965.9464,1.185161031,1.201711298,2920,841,-247.21,1.85,1.85,1.42,1600,1.223,"","GR BASS SMOOTHLY","","Unchecked",NA,0,3,22.22,0,0,0,0,2,8110,6.457006369,1.261833031,577,"A 1-300","A 1-300",NA,NA
"58",61417820400000,"GREECE","PETALAS","DIX12","BAS04042014VML (S10V)","BASS",4.52,6.37,"VONITSA","32-68%20,2",2014,"April","11/11/14","30/12/14",113.4,161.2,153.69,4.89,156.23,164.04,"GR IR. PLUS 4,5 V","PLUS","IRIDA",7612.5,9650.906399,21.12,111600,12655.44,110620,17831.944,0,0,0,5176.504,4626.7226,1.470587099,1.645333135,980,1650,40.61,1.03,1.05,0.72,6425,1.123,"","GR BASS SMOOTHLY","","Unchecked",NA,0,14,19.73,0,0,1,0,1,11820,9.410828025,1.404208256,988,"A 1-300","A 1-300",NA,NA
"59",61425162600002,"GREECE","PETALAS","DIX12","BAS04042014VML (S10V)","BASS",6.37,9.09,"VONITSA","32-68%20,2",2014,"April","30/12/14","30/04/15",161.2,235.31,208.43,12.9,211.93,211.99,"GR IR. PLUS 4,5 V","PLUS","IRIDA",13312.5,14040.92838,5.19,110620,17831.944,108184,25456.77704,0,0,0,7624.83304,5095.49112,1.745939869,2.612603905,2495,3627,31.21,0.51,0.54,0.31,11812.5,1.117,"","GR BASS SMOOTHLY","","Unchecked",NA,0,29,15.54,0,0,0,0,2,14255,11.34952229,1.508651782,1910,"A 1-300","A 1-300",NA,NA
"60",61431727200002,"GREECE","PETALAS","DIX12","BAS04042014VML (S10V)","BASS",9.09,9.4,"VONITSA","32-68%20,2",2014,"April","30/04/15","31/05/15",235.31,245,262.71,-6.74,264.06,269.28,"GR AGR 02  (5 mm)","OPTIMA","AGROINVEST",5812.5,7275.641687,20.11,108184,25456.77704,107399,26312.755,0,0,0,855.97796,2903.0029,6.790478577,2.002237063,735,640,-14.84,0.72,0.7,0.13,1800,1.11,"","GR BASS SMOOTHLY","","Unchecked",NA,0,2,18.42,0,0,0,0,2,14980,11.92675159,1.678878429,593,"A 1-300","A 1-300",NA,NA
"61",61434837600001,"GREECE","PETALAS","DIX12","BAS04042014VML (S10V)","BASS",9.4,11.98,"VONITSA","32-68%20,2",2014,"April","31/05/15","11/07/15",245,314.52,301.33,4.38,303.95,299.73,"GR AGR 03  (6.5 mm)","OPTIMA","AGROINVEST",11700,11341.97202,-3.16,107399,26312.755,106639,33540.09828,0,0,0,7227.34328,6100.16905,1.618852121,1.917979634,760,840,9.52,0.96,0.98,0.61,8612.5,1.11,"","GR BASS SMOOTHLY","","Unchecked",NA,0,4,20.55,0,0,0,0,2,15740,12.53184713,1.656612335,866,"A 1-300","B 300-365",NA,NA
"62",71383431400000,"GREECE","PETALAS","PEZ04","BAS05092013VMLGE","BASS",1.52,7.41,"VONITSA","57-100%24,7",2013,"September","05/09/13","31/12/13",14.42,75.12,75.55,-0.57,73.38,95.79,"GR IR. SMART 3","SMART","IRIDA",8411.5,11569.57742,27.3,105500,1521.31,98640,7409.8368,0,0,0,5888.5268,5716.8932,1.428455756,1.471341112,6860,3702,-85.31,1.93,1.96,1.41,5348.5,1.256,"","GR BASS SMOOTHLY","PEZ04\BAS05092013VMLGE","Unchecked",NA,0,12,21.44,0,0,0,0,1,6652,6.30521327,1.424675439,2520,"A 1-300","A 1-300",NA,NA
"63",71401832800001,"GREECE","PETALAS","PEV12","BAS05092013VMLGE","BASS",3.52,5,"VONITSA","57-100%24,7",2013,"September","07/05/14","01/07/14",93.47,133.97,136.75,-2.03,134.4,142.77,"GR IR. PLUS 4,5 V","PLUS","IRIDA",7625,8713.090071,12.49,105349,9846.97103,104499,13999.73103,0,0,0,4152.76,4197.69457,1.836128262,1.816473274,850,1736,51.04,1.17,1.17,0.65,7625,1.12,"","GR BASS SMOOTHLY","PEZ04\BAS05092013VMLGE","Unchecked",NA,0,12,19.17,0,0,1,0,1,13144.98,12.45969904,1.779548242,1069,"A 1-300","A 1-300",NA,NA
"64",71405504800026,"GREECE","PETALAS","PEV12","BAS05092013VMLGE","BASS",5,6.23,"VONITSA","57-100%24,7",2013,"September","01/07/14","31/07/14",133.97,167.63,168.97,-0.79,167.64,171.73,"GR IR. PLUS 4,5 V","PLUS","IRIDA",6250,6755.755136,7.49,104499,13999.73103,104089,17448.43907,0,0,0,3448.70804,3449.74893,1.812272865,1.811726049,460,961,52.13,1.33,1.33,0.75,6025,1.12,"","GR BASS SMOOTHLY","PEZ04\BAS05092013VMLGE","Unchecked",NA,0,6,22.85,0,0,0,0,2,13554.98,12.84832471,1.786634114,708,"A 1-300","A 1-300",NA,NA
"65",71414751400011,"GREECE","PETALAS","PEV12","BAS05092013VMLGE","BASS",6.23,12.3,"VONITSA","57-100%24,7",2013,"September","31/07/14","31/01/15",167.63,358,356.2,0.51,347.52,397.69,"GR IR. PLUS 6 V","PLUS","IRIDA",37512.5,47080.42032,20.32,104089,17448.43907,96236,34452.488,566.39614,0,0,17570.44507,16561.89179,2.134977222,2.264988836,6172,3772,-63.63,0.81,0.8,0.41,20837.5,1.12,"","GR BASS SMOOTHLY","PEZ04\BAS05092013VMLGE","Unchecked",NA,0,49,21.01,0,0,0,1,2,19726.98,18.69856279,1.963379274,3901,"A 1-300","B 300-365",NA,NA
"66",81433282400001,"GREECE","PETALAS","PEZA1","BAS06052015VMS","BASS",0.34,1.45,"VONITSA","",2015,"May","06/05/15","30/06/15",3.07,13.65,15.49,-11.88,15.47,17.62,"GR IR. POW.1,5","POWER","IRIDA",1453.5,1708.5732,14.93,110400,338.928,106450,1453.0425,0,0,0,1114.1145,1307.8535,1.304623537,1.111363008,3950,2630,-50.19,3.45,3.19,2.71,1074.5,1.967,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,0,19.63,0,0,0,0,1,3950,3.577898551,1.304614169,1106,"A 1-300","A 1-300",NA,NA
"67",81438250400000,"GREECE","PETALAS","PEZA1","BAS06052015VMS","BASS",1.45,5.67,"VONITSA","",2015,"May","30/06/15","29/08/15",13.65,55.12,56.7,-2.79,58.23,45.49,"GR IR. POW. 2","POWER","IRIDA",5437,3918.66206,-38.75,106450,1453.0425,102920,5672.9504,0,0,0,4219.9079,4539.9891,1.288416745,1.197579968,2090,2114,1.14,2.92,2.83,2.33,3462,1.62,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,2,25.58,0,0,0,0,2,5980,5.416666667,1.282426137,1568,"A 1-300","A 1-300",NA,NA
"68",81443522600000,"GREECE","PETALAS","PEZA1","BAS06052015VMS","BASS",5.67,9.29,"VONITSA","",2015,"May","29/08/15","30/10/15",55.12,94.92,98.01,-3.15,98.99,110.42,"GR IR. SMART 3","SMART","IRIDA",5777,7627.563448,24.26,102920,5672.9504,97845,9287.4474,0,0,0,3614.497,4012.72615,1.598286013,1.439669637,3180,1883,-68.88,1.27,1.24,0.88,4525,1.254,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,10,25.24,0,0,0,0,2,9140,8.278985507,1.410008534,1594,"A 1-300","A 1-300",NA,NA
"69",91427495400000,"GREECE","PETALAS","AKS10","BAS07032015VML","BASS",0.52,0.85,"VONITSA","",2015,"March","07/03/15","17/04/15",4.95,8.19,8.51,-3.76,7.49,8.94,"GR IR. POW.1,5","POWER","IRIDA",552,613.0971817,9.97,105600,522.72,103925,851.14575,0,0,0,328.42575,255.67825,1.680745191,2.158963463,1475,2099,29.73,2,2.1,1.23,552,1.937,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,2,14.95,0,0,0,0,1,1475,1.396780303,1.672404195,634,"A 1-300","A 1-300",NA,NA
"70",91433239200000,"GREECE","PETALAS","AKS10","BAS07032015VML","BASS",0.85,4.04,"VONITSA","",2015,"March","17/04/15","18/07/15",8.19,39.91,42.87,-6.9,42.53,49.28,"GR IR. POW. 2","POWER","IRIDA",4134.5,4958.081627,16.61,103925,851.14575,101170,4037.6947,0,0,0,3186.54895,3451.61435,1.297485168,1.197845292,2925,3339,12.4,2.2,2.11,1.72,2850,1.621,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,0,19.52,0,0,0,0,2,4230,4.005681818,1.331304035,1825,"A 1-300","A 1-300",NA,NA
"71",91437818400000,"GREECE","PETALAS","AKS10","BAS07032015VML","BASS",4.04,4.82,"VONITSA","",2015,"March","18/07/15","01/08/15",39.91,48.25,51.12,-5.61,50.41,50.46,"GR IR. SMART 3","SMART","IRIDA",1357.5,1281.062234,-5.97,101170,4037.6947,99845,4817.52125,0,0,0,779.82655,995.49175,1.740771714,1.363647665,275,449,38.75,2.2,2.15,1.36,1357.5,1.25,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,2,26.77,0,0,0,0,2,4505,4.266098485,1.386443668,403,"A 1-300","A 1-300",NA,NA
"72",91444816800000,"GREECE","PETALAS","ANP07","BAS07032015VML","BASS",3.81,4.05,"VONITSA","",2015,"March","14/10/15","14/10/15",103.56,109.96,104.21,5.52,103.56,104.48,"GR IR. PLUS B 4.5 A","PLUS","IRIDA",100,142.4067934,29.78,103112,10678.27872,103112,11338.19552,0,0,0,659.9168,0,0.151534254,0,45,30,-50,0,0,0,100,1.166,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,0,23.9,0,0,1,0,1,7505,7.107007576,1.272898263,24,"A 1-300","A 1-300",NA,NA
"73",101427668200000,"GREECE","PETALAS","AKZ01","BAS07032015VML B","BASS",0.52,0.9,"VONITSA","",2015,"March","07/03/15","21/04/15",4.88,8.51,8.82,-3.51,7.74,9.49,"GR IR. POW.1,5","POWER","IRIDA",613,709.4391101,13.59,107300,523.624,105675,899.29425,0,0,0,375.67025,294.3005,1.631750185,2.082905058,1625,2337,30.47,1.96,2.06,1.24,613,1.937,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,2,15.03,0,0,0,0,1,1535,1.4305685,1.604504727,698,"A 1-300","A 1-300",NA,NA
"74",101434146400000,"GREECE","PETALAS","AKZ01","BAS07032015VML B","BASS",0.9,5.68,"VONITSA","",2015,"March","21/04/15","04/08/15",8.51,54.15,53.34,1.52,53.14,60.88,"GR IR. POW. 2","POWER","IRIDA",5465.5,6492.561468,15.82,105675,899.29425,104862,5678.2773,0,0,0,4778.98305,4673.07243,1.143653355,1.169573141,3580,3718,3.71,2.01,2.03,1.76,2872.5,1.621,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,3,20.85,0,0,0,0,2,5115,4.767008388,1.17747886,2222,"A 1-300","A 1-300",NA,NA
"75",101441792800000,"GREECE","PETALAS","AKZ01","BAS07032015VML B","BASS",5.68,NA,"VONITSA","",2015,"March","04/08/15","15/10/15",54.15,108.92,108.92,0,111.28,115.82,"GR IR. SMART 3","SMART","IRIDA",7900,8906.013003,11.3,104862,5678.2773,0,0,0,11122.03,0,5443.7527,5443.7527,1.451204791,1.451204791,2785,2204,-26.36,0,0,0.97,6012.5,1.254,"","BASS GROWTH MODEL 1-6-15-SMOOTHLY-PROTOTYPE P.K. ALL","","Unchecked",NA,0,12,26.23,0,1,0,0,2,7860,7.325256291,1.318073945,1923,"A 1-300","A 1-300",NA,NA
"76",111401832800000,"GREECE","PETALAS","PEA05","BAS07052014VML","BASS",0.92,2.61,"VONITSA","42-70%23,4",2014,"May","07/05/14","01/07/14",6.28,18.04,18.48,-2.38,16.14,24.57,"GR IR. POW.1,5","POWER","IRIDA",2146,3284.128827,34.66,146400,919.392,144555,2607.7722,0,0,0,1688.3802,1413.7257,1.271040729,1.517974809,1845,3233,42.93,2.41,2.57,1.92,1183.5,1.93,"","GR BASS SMOOTHLY","","Unchecked",NA,0,4,19.17,0,0,0,0,1,1845,1.260245902,1.219214465,1069,"A 1-300","A 1-300",NA,NA
"77",111405504800011,"GREECE","PETALAS","PEA05","BAS07052014VML","BASS",2.61,5.08,"VONITSA","42-70%23,4",2014,"May","01/07/14","31/07/14",18.04,35.38,35.37,0.03,35.38,36.52,"GR IR. POW. 2","POWER","IRIDA",3147.5,3363.646312,6.43,144555,2607.7722,143580,5079.8604,0,0,0,2472.0882,2472.0882,1.27321509,1.27321509,775,1513,48.78,2.83,2.83,2.25,3147.5,1.607,"","GR BASS SMOOTHLY","","Unchecked",NA,0,2,22.85,0,0,0,0,2,2620,1.789617486,1.251300814,708,"A 1-300","A 1-300",NA,NA
"78",1.11415745e+14,"GREECE","PETALAS","PEA06","BAS07052014VML","BASS",0.96,8.32,"VONITSA","42-70%23,4",2014,"May","02/10/14","22/12/14",77.08,151.12,133.38,13.3,138.18,158.03,"GR IR. PLUS 4,5 V","PLUS","IRIDA",13982.5,20292.40996,31.09,34833,2684.92764,154174,23298.77488,0,0,9552.29434,11061.5529,9066.54134,1.264063023,1.542208818,2305,3718,38,3.37,3.94,0.83,12275,1.123,"","GR BASS SMOOTHLY","","Unchecked",NA,0,21,21.09,0,0,3,0,1,8115,5.543033166,1.264467283,1739,"A 1-300","A 1-300",NA,NA
"79",1.11420326e+14,"GREECE","PETALAS","PEA06","BAS07052014VML","BASS",8.32,8.67,"VONITSA","42-70%23,4",2014,"May","22/12/14","16/01/15",151.12,158.07,162.87,-2.95,162.78,170.95,"GR IR. PLUS 4,5 V","PLUS","IRIDA",3587.5,5873.046573,38.92,154174,23298.77488,153574,24275.44218,0,0,0,976.6673,1700.00084,3.673205809,2.110293075,600,1196,49.83,0.6,0.59,0.18,2625,1.12,"","GR BASS SMOOTHLY","","Unchecked",NA,0,9,17.62,0,0,0,0,2,8715,5.952869259,1.354488325,457,"A 1-300","A 1-300",NA,NA
"80",121366408800000,"GREECE","PETALAS","PEA03","BAS09042013NIRA","BASS",0.26,0.45,"NIREUS","",2013,"April","09/04/13","30/04/13",2.37,4.1,4.44,-7.66,4.47,4.05,"GR IR. POW.1,5","POWER","IRIDA",298.5,238.6103534,-25.1,110000,260.7,109215,447.7815,0,0,0,187.0815,227.49105,1.595561293,1.312139533,785,1462,46.31,4.11,3.92,2.61,298.5,2.017,"","GR BASS SMOOTHLY","PEA03\BAS09042013NIRA","Unchecked",NA,0,0,15.99,0,0,0,0,1,785,0.713636364,1.595561293,364,"A 1-300","A 1-300",NA,NA
"81",121368655200005,"GREECE","PETALAS","PEA03","BAS09042013NIRA","BASS",0.45,1.06,"NIREUS","",2013,"April","30/04/13","31/05/13",4.1,10,9.47,5.6,9.35,10.52,"GR IR. POW.1,5","POWER","IRIDA",672,806.7016728,16.7,109215,447.7815,106105,1061.05,0,0,0,613.2685,544.30025,1.095768004,1.234612698,3110,1631,-90.68,3.05,3.17,2.88,672,2.018,"","GR BASS SMOOTHLY","PEA03\BAS09042013NIRA","Unchecked",NA,0,2,17.97,0,0,0,0,2,3895,3.540909091,1.191353783,595,"A 1-300","A 1-300",NA,NA
"82",121371290400006,"GREECE","PETALAS","PEA03","BAS09042013NIRA","BASS",1.06,2.1,"NIREUS","",2013,"April","31/05/13","30/06/13",10,20,20.37,-1.82,20.27,22.19,"GR IR. POW. 2","POWER","IRIDA",1326.5,1570.420996,15.53,106105,1061.05,105245,2104.9,0,0,0,1043.85,1072.26615,1.270776453,1.237099576,950,1167,18.59,2.9,2.88,2.31,735,1.701,"","GR BASS SMOOTHLY","PEA03\BAS09042013NIRA","Unchecked",NA,0,2,13.26,0,0,0,0,2,4755,4.322727273,1.222752413,640,"A 1-300","A 1-300",NA,NA
"83",121390388400000,"GREECE","PETALAS","PEA02","BAS09042013NIRA","BASS",0.7,4.87,"NIREUS","",2013,"April","24/12/13","20/02/14",156.71,182.89,179.3,2,173.61,194.7,"GR IR. PLUS 4,5 V","PLUS","IRIDA",3430,5372.260424,36.15,12525,1962.79275,74610,13645.4229,0,0,9938.83135,1743.7988,1051.418,1.966970043,3.262261061,1390,1207,-15.16,6.58,10.61,0.27,2650,1.123,"","GR BASS SMOOTHLY","PEA03\BAS09042013NIRA","Unchecked",NA,0,16,16.8,0,0,4,0,1,43730,39.75454545,1.927047739,990,"A 1-300","A 1-300",NA,NA
"84",1.21395873e+14,"GREECE","PETALAS","PEA02","BAS09042013NIRA","BASS",4.87,5.15,"NIREUS","",2013,"April","20/02/14","30/04/14",182.89,194.8,207,-5.89,204.89,220.44,"GR B. EF. YM. 467 4.5MM","YM","BIOMAR",4075,6412.667551,36.45,74610,13645.4229,73965,14408.382,0,0,0,762.9591,1509.26595,5.34104646,2.699988031,645,1260,48.81,0.42,0.41,0.09,3675,1.03,"","GR BASS SMOOTHLY","PEA03\BAS09042013NIRA","Unchecked",NA,0,24,16.27,0,0,0,0,2,44375,40.34090909,2.111158563,1134,"A 1-300","A 1-300",NA,NA
"85",121401530400007,"GREECE","PETALAS","PEA02","BAS09042013NIRA","BASS",5.15,6.52,"NIREUS","",2013,"April","30/04/14","01/07/14",194.8,249.67,253.11,-1.36,211.88,259.29,"GR IR. PLUS 4,5 V","PLUS","IRIDA",8200,9088.423316,9.78,73965,14408.382,73135,18259.61545,0,0,0,3851.23345,1087.4618,2.129187988,7.540494756,885,946,6.45,0.81,0.88,0.4,6800,1.121,"","GR BASS SMOOTHLY","PEA03\BAS09042013NIRA","Unchecked",NA,0,14,18.95,0,0,0,0,2,45205,41.09545455,2.101126599,1189,"A 1-300","A 1-300",NA,NA
