Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Proteins_Avg;Lipids_Avg;Vitamin_Mineral_Premix;Digestible_Energy;Period Feed Qty;Model Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;PRODUCT TYPE;GROUPING PROD. BGT
GREECE;PETALAS;PE_05;BAS07052014VML;BASS;2.61;5.08;VONITSA;42-70%23,4;2014;May;01/07/14;31/07/14;18.04;35.38;35.37;0.03;35.38;36.52;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;3147.5;3363.646312;6.43;144555;2607.7722;143580;5079.8604;0;0;0;2472.0882;2472.0882;1.27321509;1.27321509;775;1513;48.78;2.83;2.83;2.25;3147.5;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;2;22.85;0;0;0;0;2;2620;1.789617486;1.251300814;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_02;BAS09042013NIR_;BASS;6.52;7.21;NIREUS;;2013;April;01/07/14;31/07/14;249.67;298.88;300.5;-0.54;298.88;291.79;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;6900;5699.853456;-21.06;73135;18259.61545;67580;20198.3104;0;0;0;1938.69495;1938.69495;3.559095256;3.559095256;555;412;-34.71;1.2;1.2;0.6;6900;1.12;;GR BASS SMOOTHLY;PE_03\BAS09042013NIR_;Unchecked;;0;5;22.85;0;0;0;0;2;45760;41.6;2.242896671;1189;A 1-300;A 1-300;;
GREECE;PETALAS;PEZ02;BAS09102013NS;BASS;7.74;9.68;NIREUS;;2013;October;01/07/14;31/07/14;80.93;102.22;104.73;-2.4;104.7;110.59;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3525;4415.472287;20.17;95580;7735.2894;94745;9684.8339;0;0;0;1949.5445;2184.5121;1.808114665;1.613632628;835;868;3.8;1.35;1.34;0.78;2850;1.12;;GR BASS SMOOTHLY;;Unchecked;;0;9;22.85;0;0;0;0;2;19255;16.89035088;1.706568102;226;A 1-300;A 1-300;;
GREECE;PETALAS;PE_14;BAS09102013NS;BASS;7.34;9.79;NIREUS;;2013;October;01/07/14;31/07/14;78.23;104.98;105.76;-0.74;104.94;107.42;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3987.5;4234.050149;5.82;93810;7338.7563;93300;9794.634;0;0;0;2455.8777;2452.1457;1.623655771;1.626126865;510;866;41.11;1.56;1.56;0.98;3187.5;1.12;;GR BASS SMOOTHLY;;Unchecked;;0;6;22.85;0;0;0;0;2;16460;17.14583333;1.629011439;1151;A 1-300;A 1-300;;
GREECE;PETALAS;PE_16;BAS11042013NIR;BASS;8.48;9.79;NIREUS;;2013;April;01/07/14;31/07/14;252.05;291.87;292.24;-0.13;291.87;294.28;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;7262.5;7639.209334;4.93;94252;23756.2166;93902;27407.17674;0;0;0;3650.96014;3650.96014;1.989202764;1.989202764;420;558;24.73;0.95;0.95;0.49;7262.5;1.12;;GR BASS SMOOTHLY;PE_14\BAS11042013NIR;Unchecked;;0;6;22.85;0;0;0;0;2;24044.99;20.20587565;1.853747713;2396;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ08;BAS11042014VML(S7B);BASS;2.26;4.32;VONITSA;0-22%21,6;2014;April;01/07/14;31/07/14;20.76;39.78;39.76;0.05;39.75;40.45;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;2633.5;2730.600113;3.56;108955;2261.9058;108485;4315.5333;0;0;0;2053.6275;2050.37295;1.282364986;1.284400479;470;1104;57.43;2.76;2.76;2.17;2383.5;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.85;0;0;0;0;2;1815;1.645512239;1.265776099;595;C 365-600;C 365-600;;
GREECE;PETALAS;PE_03;BAS11062013NIR;BASS;5.88;6.9;NIREUS;;2013;June;01/07/14;31/07/14;241.36;284.95;286.25;-0.45;284.94;283.19;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5825;5421.533303;-7.44;68195;16459.5452;67800;19319.61;0;0;0;2860.0648;2859.3868;2.036667141;2.037150063;450;403;-11.66;1.09;1.09;0.55;5225;1.12;;GR BASS SMOOTHLY;PE_01\BAS11062013NIR;Unchecked;;0;6;22.85;0;0;0;0;2;41945;38.13181818;1.779332434;1110;A 1-300;A 1-300;;
GREECE;PETALAS;PE_07;BAS13122013VON;BASS;3.97;6;VONITSA;67-100%13,5;2013;December;01/07/14;31/07/14;40.93;62.2;62.24;-0.06;62.2;65.02;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;2781.5;3160.478959;11.99;96979;3969.35047;96434;5998.1948;0;0;0;2028.84433;2028.84433;1.370977536;1.370977536;575;885;35.03;1.89;1.89;1.39;2781.5;1.224;;GR BASS SMOOTHLY;;Unchecked;;0;2;22.85;0;0;0;0;2;5105;5.19328586;1.764256589;903;A 1-300;A 1-300;;
GREECE;PETALAS;AKS09;BAS14032014V__;BASS;2.6;4.36;VONITSA;22-43%15,1;2014;March;01/07/14;31/07/14;24.11;40.62;40.6;0.05;40.63;45.01;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;2273;2896.988213;21.54;107790;2598.8169;107215;4355.0733;0;0;0;1756.2564;1757.32855;1.294230159;1.293440546;575;1052;45.34;2.23;2.23;1.74;1998;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.85;0;0;0;0;2;4585;4.082813891;1.327781797;595;A 1-300;A 1-300;;
GREECE;PETALAS;PE_13;BAS14042014VML;BASS;1.61;3.01;VONITSA;23-41%20,6;2014;April;01/07/14;31/07/14;21.14;39.72;39.71;0.03;39.72;40.94;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1801.5;1923.425964;6.34;76350;1614.039;75810;3011.1732;0;0;0;1397.1342;1397.1342;1.289425168;1.289425168;540;762;29.13;2.68;2.68;2.1;1801.5;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.85;0;0;0;0;2;2240;2.868117798;1.276089269;3901;B 300-365;C 365-600;;
GREECE;PETALAS;PEZ03;BAS14042014VMLx;BASS;1.93;3.67;VONITSA;23-41%20,6;2014;April;01/07/14;31/07/14;20.27;38.8;38.86;-0.15;38.79;39.73;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;2242.5;2350.6285;4.6;95120;1928.0824;94580;3669.704;0;0;0;1741.6216;1740.6758;1.287593126;1.288292742;540;970;44.33;2.76;2.76;2.16;2042.5;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.85;0;0;0;0;2;2520;2.595262616;1.271852672;4078;A 1-300;A 1-300;;
GREECE;PETALAS;PEZ05;BAS17042014VML;BASS;3.54;6.23;VONITSA;12-31%19,8;2014;April;01/07/14;31/07/14;24.45;43.29;43.31;-0.05;43.31;45.45;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;3501.5;3909.786757;10.44;144605;3535.59225;143900;6229.431;0;0;0;2693.83875;2696.71675;1.299817964;1.298430768;705;1417;50.25;2.45;2.45;1.9;2864;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.85;0;0;0;0;2;6000;4.002668446;1.303306638;1372;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;BAS17122013VON;BASS;3.91;4.86;VONITSA;67-100%13,5;2013;December;01/07/14;18/07/14;42.13;51.74;50.68;2.09;50.69;55.95;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;1054;1714.325651;38.52;92894;3913.62422;93916;4859.21384;0;0;0;945.58962;846.97782;1.114648445;1.244424559;670;487;-37.58;1.42;1.43;1.21;1054;1.224;;GR BASS SMOOTHLY;;Unchecked;;0;4;22.92;0;0;0;0;2;5290;5.657754011;1.795969779;1750;C 365-600;C 365-600;;
GREECE;PETALAS;PE_07;BAS18072013VON;BASS;4.52;5.38;VONITSA;42-100%17,5;2013;July;01/07/14;31/07/14;186.06;224;225.13;-0.5;224;229.83;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4800;5390.108916;10.95;68095;12669.7557;67300;15075.2;0;0;0;2405.4443;2405.4443;1.995473352;1.995473352;845;459;-84.1;1.16;1.16;0.62;4600;1.12;;GR BASS SMOOTHLY;PE_10\BAS18072013VON;Unchecked;;0;6;22.85;0;0;0;0;2;35355;31.96654611;1.6281413;1635;A 1-300;A 1-300;;
GREECE;PETALAS;PE_18;BAS19062013NIR;BASS;3.92;4.69;NIREUS;;2013;June;01/07/14;31/07/14;194.56;235.08;236.31;-0.52;235.08;238.3;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4287.5;4499.186464;4.7;56346;10962.67776;55881;13136.50548;0;0;0;2173.82772;2173.82772;1.972327411;1.972327411;505;334;-51.2;1.19;1.19;0.63;3950;1.12;;GR BASS SMOOTHLY;PE_11\BAS19062013NIR;Unchecked;;0;6;22.85;0;0;0;0;2;57275;52.06818182;2.104008445;1167;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ02;BAS20032014V_;BASS;2.26;4.04;VONITSA;81-100%18,9;2014;March;01/07/14;31/07/14;26.44;47.58;47.61;-0.06;47.61;48.02;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;2340.5;2386.961627;1.95;85496;2260.51424;84876;4038.40008;0;0;0;1777.88584;1780.43212;1.31645123;1.31456851;620;805;22.98;2.55;2.55;1.96;1628;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.85;0;0;0;0;2;4711;5.269574944;1.477300557;505;A 1-300;A 1-300;;
GREECE;PETALAS;AKS04;BAS20032014xV_;BASS;2.69;4.58;VONITSA;81-100%18,9;2014;March;01/07/14;31/07/14;30.5;52.28;52.31;-0.06;52.24;53.06;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;2515;2603.399462;3.4;88195;2689.9475;87560;4577.6368;0;0;0;1887.6893;1884.1869;1.332316711;1.334793273;625;806;22.46;2.36;2.36;1.8;1652.5;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;0;22.85;0;0;0;0;2;2830;3.130530973;1.350841837;476;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;BAS22052013NIR;BASS;8.13;9.58;NIREUS;;2013;May;01/07/14;31/07/14;223.62;264.66;265.89;-0.46;264.66;265.81;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;8062.5;8047.561435;-0.19;101828;22770.77736;101358;26825.40828;0;0;0;4054.63092;4054.63092;1.988467054;1.988467054;525;589;10.87;1.09;1.09;0.56;4187.5;1.12;;GR BASS SMOOTHLY;AKS04\BAS22052013NIR;Unchecked;;0;6;22.85;0;0;0;0;2;50758.72;36.42556582;1.96321402;2010;A 1-300;A 1-300;;
GREECE;PETALAS;AKS03;BAS22052013NIRx;BASS;6.76;8.02;NIREUS;;2013;May;01/07/14;31/07/14;220.74;264.07;265.4;-0.5;264.07;263.01;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;7150;6763.194107;-5.72;85741;18926.46834;85036;22455.45652;0;0;0;3528.98818;3528.98818;2.026076494;2.026076494;705;496;-42.14;1.15;1.15;0.6;4000;1.12;;GR BASS SMOOTHLY;AKS09\BAS22052013NIRx;Unchecked;;0;6;22.85;0;0;0;0;2;65181.91;46.62747918;2.032607725;476;A 1-300;A 1-300;;
GREECE;PETALAS;PE_15;BAS23042014VML;BASS;3.43;6.01;VONITSA;32-68%20,2;2014;April;01/07/14;31/07/14;26.26;46.27;46.25;0.04;46.28;47.85;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;3370;3645.026235;7.55;130610;3429.8186;129840;6007.6968;0;0;0;2577.8782;2579.1766;1.307276659;1.306618554;620;1250;50.4;2.44;2.44;1.89;2695;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.85;0;0;0;0;2;6910;5.047479912;1.310539856;3901;A 1-300;C 365-600;;
GREECE;PETALAS;PE_09;BAS26102013NS;BASS;7.29;10;NIREUS;;2013;October;01/07/14;30/07/14;69.22;82.9;91.2;-9.1;91.36;95.81;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;3487.5;4238.395359;17.72;105354;7292.60388;120612;9998.7348;0;0;0;2706.13092;3726.50844;1.28874031;0.935862633;580;935;37.97;1.4;1.33;0.62;3262.5;1.224;;GR BASS SMOOTHLY;;Unchecked;;0;8;22.86;0;0;0;0;2;14576;12.14666667;1.530965854;501;A 1-300;A 1-300;;
GREECE;PETALAS;PE_09;BAS27082013VMLEN;BASS;5.07;6.34;VONITSA;57-100%24,7;2013;August;01/07/14;31/07/14;142.23;178.71;179.04;-0.18;178.71;181.08;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;6350;6706.49287;5.32;99775;14190.99825;99300;17745.903;0;0;0;3554.90475;3554.90475;1.786264456;1.786264456;530;899;41.05;1.33;1.33;0.76;6087.5;1.12;;GR BASS SMOOTHLY;PE_04\BAS27082013VMLEN;Unchecked;;0;7;22.85;0;0;0;0;2;13800;13.10541311;1.730605333;3514;A 1-300;C 365-600;;
GREECE;PETALAS;AKS01;BAS29032014V__;BASS;2.28;2.48;VONITSA;80-100%12,5;2014;March;01/07/14;11/07/14;22.09;24.33;24.83;-2.01;24.86;28.55;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;353.5;836.7405534;57.75;103310;2282.1179;101877;2478.66741;0;0;0;196.54951;250.54432;1.798529032;1.410928015;2030;404;-402.48;1.49;1.47;0.97;353.5;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;3;23.15;0;0;0;0;2;4720;4.452830189;1.363038874;430;A 1-300;A 1-300;;
GREECE;PETALAS;PE_03;BAS29042013NIR;BASS;8.74;10.13;NIREUS;;2013;April;01/07/14;31/07/14;246.57;287.19;288.39;-0.42;287.21;288.58;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;7925;7957.642981;0.41;99242;24470.09994;98747;28359.15093;0;0;0;3889.05099;3891.02593;2.037772202;2.036737905;495;575;13.91;1;1;0.51;7100;1.12;;GR BASS SMOOTHLY;PE_05\BAS29042013NIR;Unchecked;;0;6;22.85;0;0;0;0;2;56838.3;40.35152884;1.992432491;2218;A 1-300;A 1-300;;
GREECE;PETALAS;PEZ09;BAS29102013NS;BASS;7.43;10.5;NIREUS;;2013;October;01/07/14;22/07/14;73.63;90.66;90.72;-0.07;90.76;93.24;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;2600;3009.505934;13.61;100900;7429.267;115819;10500.15054;0;0;0;3070.88354;3082.46544;0.84666187;0.843480665;720;664;-8.43;1.39;1.39;0.99;2600;1.224;;GR BASS SMOOTHLY;;Unchecked;;0;5;22.69;0;0;0;0;2;10570;9.522522523;1.346954622;990;A 1-300;A 1-300;;
GREECE;PETALAS;PE_08;BAS31072013VON;BASS;4.28;5.27;VONITSA;28-86%17,9;2013;July;01/07/14;31/07/14;158.25;195.9;197.03;-0.57;195.9;199.39;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5175;5493.74823;5.8;75805;11996.14125;75375;14765.9625;0;0;0;2769.82125;2769.82125;1.868351613;1.868351613;490;682;28.15;1.29;1.29;0.71;5175;1.12;;GR BASS SMOOTHLY;PE_13\BAS31072013VON;Unchecked;;0;7;22.85;0;0;0;0;2;33059.98;30.05453274;1.76308374;2509;A 1-300;A 1-300;;
GREECE;PETALAS;PE_08;BAS31072013VONx;BASS;4.6;5.66;VONITSA;28-86%17,9;2013;July;01/07/14;31/07/14;149.56;185.07;186.14;-0.57;185.07;189.43;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5487.5;5988.62248;8.37;86070;12872.6292;85635;15848.46945;0;0;0;2975.84025;2975.84025;1.844016997;1.844016997;485;775;37.42;1.28;1.28;0.71;5250;1.12;;GR BASS SMOOTHLY;PEZ03\BAS31072013VONx;Unchecked;;0;7;22.85;0;0;0;0;2;26964.98;26.28166204;1.778044852;1396;A 1-300;A 1-300;;
GREECE;PETALAS;PE_05;L1/12/12A-NHR;BASS;9.62;10.74;NIREUS;;2012;December;01/07/14;31/07/14;287.2;321.98;323.03;-0.33;321.98;331.48;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;6637.5;8258.138988;19.62;93781;26933.9032;93381;30066.81438;0;0;0;3132.91118;3132.91118;2.118636507;2.118636507;440;530;16.98;0.78;0.78;0.38;6637.5;1.12;;GR BASS SMOOTHLY;PE_05\L1/12/12A-NHR;Unchecked;;0;6;22.85;0;0;0;0;2;35840;29.06967313;2.235891359;1645;A 1-300;A 1-300;;
GREECE;PETALAS;PE_15;L1/12/12B-NHR;BASS;6.59;7.36;NIREUS;;2012;December;01/07/14;31/07/14;306.51;345.16;346.26;-0.32;345.17;351.03;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4875;5472.417185;10.92;60195;18450.36945;59700;20606.052;0;0;0;2155.68255;2156.27955;2.261464704;2.260838582;550;341;-61.29;0.83;0.83;0.4;4875;1.12;;GR BASS SMOOTHLY;PE_15\L1/12/12B-NHR;Unchecked;;0;8;22.85;0;0;0;0;2;22760;29.3223396;2.089432463;449;C 365-600;C 365-600;;
GREECE;PETALAS;PE_16;L23/11/12-NHR;BASS;11.05;12.36;NIREUS;;2012;November;01/07/14;31/07/14;328.04;368.59;369.75;-0.31;368.59;372.3;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;8325;8840.260248;5.83;94357;30952.87028;93917;34616.86703;0;0;0;3663.99675;3663.99675;2.272109002;2.272109002;485;558;13.08;0.85;0.85;0.39;8325;1.12;;GR BASS SMOOTHLY;PE_16\L23/11/12-NHR;Unchecked;;0;8;22.85;0;0;0;0;2;18817;17.63212144;2.030377599;479;C 365-600;C 365-600;;
GREECE;PETALAS;PE_13;L8/11/12A-NHR;BASS;10.31;11.46;NIREUS;;2012;November;01/07/14;31/07/14;341.59;381.63;382.83;-0.31;381.63;385.53;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;7512.5;8021.034237;6.34;84534;28875.96906;84064;32081.34432;0;0;0;3205.37526;3205.37526;2.343719343;2.343719343;520;496;-4.84;0.82;0.82;0.37;7512.5;1.12;;GR BASS SMOOTHLY;PE_13\L8/11/12A-NHR;Unchecked;;0;8;22.85;0;0;0;0;2;23325;23.12611541;2.117994943;732;C 365-600;C 365-600;;
GREECE;PETALAS;PE_14;L8/11/12B-NHR;BASS;10.43;11.77;NIREUS;;2012;November;01/07/14;31/07/14;316.17;358.86;360.06;-0.33;358.86;360.54;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;8425;8513.671354;1.04;92324;29190.07908;91819;32950.16634;0;0;0;3760.08726;3760.08726;2.24063949;2.24063949;555;527;-5.31;0.9;0.9;0.42;8425;1.12;;GR BASS SMOOTHLY;PE_14\L8/11/12B-NHR;Unchecked;;0;8;22.85;0;0;0;0;2;24792;23.15278297;2.201909649;449;B 300-365;B 300-365;;
GREECE;PETALAS;AKZ09;BAS01042014V__;BASS;2.54;4.03;VONITSA;44-63%14,3;2014;April;02/07/14;31/07/14;23;37.09;37.19;-0.27;37.13;42.72;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1981;2771.84401;28.53;110356;2538.188;108586;4027.45474;0;0;0;1489.26674;1493.61018;1.330184813;1.326316616;1120;1047;-6.97;2.12;2.12;1.65;1681;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.88;0;0;0;0;2;5475;5.274566474;1.278295795;189;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ03;BAS31032014VMI;BASS;2.4;3.66;VONITSA;0-58%17,4;2014;March;09/07/14;31/07/14;20;30.6;30.97;-1.19;30.58;33.62;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1654.5;2060.274973;19.7;120058;2401.16;119563;3658.6278;0;0;0;1257.4678;1255.07654;1.315739457;1.318246296;1015;949;-6.95;2.52;2.52;1.93;1654.5;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.8;0;0;0;0;2;4365;3.818897638;1.350177045;268;A 1-300;A 1-300;;
GREECE;PETALAS;AKS01;BAS29032014V__;BASS;2.48;3.61;VONITSA;80-100%12,5;2014;March;11/07/14;31/07/14;24.33;35.69;35.9;-0.58;35.69;37.79;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1500;1748.009071;14.19;101877;2478.66741;101267;3614.21923;0;0;0;1135.55182;1135.55182;1.32094368;1.32094368;1010;690;-46.38;2.49;2.49;1.92;1500;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;0;22.74;0;0;0;0;2;5330;5.028301887;1.338214384;430;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;BAS17122013VON;BASS;4.86;5.79;VONITSA;67-100%13,5;2013;December;18/07/14;31/07/14;51.74;61.85;62.13;-0.45;61.85;62.77;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;1337.5;1420.31533;5.83;93916;4859.21384;93656;5792.6236;0;0;0;933.40976;933.40976;1.432918379;1.432918379;540;392;-37.76;1.94;1.94;1.37;1337.5;1.224;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.66;0;0;0;0;2;5750;6.14973262;1.717479701;1750;A 1-300;C 365-600;;
GREECE;PETALAS;AKS06;BAS18072014V_L;BASS;0.42;0.84;VONITSA;;2014;July;18/07/14;31/07/14;3.52;7.05;7.04;0.14;6.79;6.2;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;450;340.3625515;-32.21;120200;423.104;119710;843.9555;0;0;0;420.8515;389.7269;1.069260773;1.154654708;490;798;38.6;5.68;5.8;5.34;450;1.93;;GR BASS SMOOTHLY;;Unchecked;;0;0;22.66;0;0;0;0;1;490;0.40765391;1.06925061;476;A 1-300;A 1-300;;
GREECE;PETALAS;PEZ09;BAS29102013NS;BASS;10.5;11.35;NIREUS;;2013;October;22/07/14;31/07/14;90.66;98.13;98.41;-0.28;98.13;100.22;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;1400;1730.964206;19.12;115819;10500.15054;115659;11349.61767;0;0;0;849.46713;849.46713;1.648092022;1.648092022;410;340;-20.59;1.42;1.42;0.88;750;1.12;;GR BASS SMOOTHLY;;Unchecked;;0;1;23.16;0;0;0;0;2;10980;9.891891892;1.368758724;1668;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ06;BAS25072014VML;BASS;0.54;0.7;VONITSA;0-37%16,4;2014;July;25/07/14;31/07/14;4.75;6.23;6.23;0;6.25;6.25;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;180;181.3582874;0.75;112900;536.275;112240;699.2552;0;0;0;162.9802;165.225;1.104428636;1.089423513;660;374;-76.47;4.88;4.88;4.52;180;1.93;;GR BASS SMOOTHLY;;Unchecked;;0;1;23.01;0;0;0;0;1;660;0.584588131;1.104394755;595;A 1-300;A 1-300;;
GREECE;PETALAS;PE_09;BAS26102013NS;BASS;10;10.1;NIREUS;;2013;October;30/07/14;31/07/14;82.9;83.72;84.82;-1.3;83.72;84.69;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;350;324.7936518;-7.76;120612;9998.7348;120612;10097.63664;0;0;0;98.90184;98.90184;3.538862371;3.538862371;50;72;30.56;3.48;3.48;0.98;225;1.12;;GR BASS SMOOTHLY;;Unchecked;;0;0;22.25;0;0;0;0;2;14576;12.14666667;1.530817769;708;B 300-365;C 365-600;;
GREECE;PETALAS;AKZ09;BAS01042014V__;BASS;4.03;7.77;VONITSA;44-63%14,3;2014;April;31/07/14;17/09/14;37.09;69.44;68.12;1.94;67.83;76.24;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;4550;5816.920415;21.78;108586;4027.45474;111861;7767.62784;0;0;0;3740.1731;3560.07689;1.216521235;1.278062284;1830;1569;-16.63;1.66;1.69;1.31;4000;1.229;;GR BASS SMOOTHLY;;Unchecked;;0;5;23.41;0;0;0;0;2;7305;7.037572254;1.232149399;134;A 1-300;A 1-300;;
GREECE;PETALAS;PEZ04;BAS03052014VML (A5B);BASS;5.02;9.8;VONITSA;42-70%23,3;2014;May;31/07/14;25/09/14;37.61;75.2;80.95;-7.1;80.6;84.07;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;7975;8586.653129;7.12;133365;5015.85765;130265;9795.928;0;0;0;4780.07035;5483.50135;1.668385487;1.454362731;3100;2225;-39.33;1.99;1.92;1.24;6200;1.229;;GR BASS SMOOTHLY;;Unchecked;;0;5;23.61;0;0;0;0;2;6085;4.461143695;1.462317912;2520;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ07;BAS04042014VML (_10_);BASS;4.17;6.17;VONITSA;32-68%20,2;2014;April;31/07/14;25/08/14;37.84;53.92;54.01;-0.17;53.68;57.22;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;2362.5;2835.806178;16.69;110320;4174.5088;114390;6167.9088;0;0;0;1993.4;1965.9464;1.185161031;1.201711298;2920;841;-247.21;1.85;1.85;1.42;1600;1.223;;GR BASS SMOOTHLY;;Unchecked;;0;3;22.22;0;0;0;0;2;8110;6.457006369;1.261833031;595;A 1-300;A 1-300;;
GREECE;PETALAS;PE_02;BAS09042013NIR_;BASS;7.21;11.95;NIREUS;;2013;April;31/07/14;31/10/14;298.88;505;432.83;16.67;428.03;431.46;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;19412.5;19193.26809;-1.14;67580;20198.3104;66230;33446.15;0;0;0;13247.8396;8150.1165;1.465333261;2.381867793;1350;1116;-20.97;0.8;0.88;0.57;19412.5;1.12;;GR BASS SMOOTHLY;PE_03\BAS09042013NIR_;Unchecked;;0;20;23.28;0;0;0;0;2;47110;42.82727273;1.924955063;1189;A 1-300;B 300-365;;
